{'academic_degree': 'Доктор наук', 'address': 'Аллея Плетешковская 439', 'age': 18, 'passport_number': 102808, 'snils': '00060862696', 'telephone': '+7-(968)-542-59-85', 'university': 'Госуниверситет нефти и газа имени Губкина', 'weight': 87, 'worldview': 'Пантеизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Докукина 1271', 'age': 58, 'passport_number': 785245, 'snils': '54066668302', 'telephone': '+7-(999)-732-23-08', 'university': 'Авиационно-технический университетАвиационно-технический университет', 'weight': 84, 'worldview': 'Пантеизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Филевская 170', 'age': 58, 'passport_number': 955483, 'snils': '44374114368', 'telephone': '+7-(964)-596-87-80', 'university': 'Государственный технологический университет им. К.Э. Циолковского', 'weight': 45, 'worldview': 'Католицизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Краснолиманская 260', 'age': 58, 'passport_number': 525486, 'snils': '10087821637', 'telephone': '+7-(938)-055-05-30', 'university': 'Государственный технологический университет им. К.Э. Циолковского', 'weight': 51, 'worldview': 'Католицизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Джанкойская 88', 'age': 58, 'passport_number': 684430, 'snils': '63256328388', 'telephone': '+7-(962)-808-49-16', 'university': 'СПбГУ', 'weight': 62, 'worldview': 'Деизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Врачебная 1118', 'age': 58, 'passport_number': 892060, 'snils': '73076028989', 'telephone': '+7-(956)-864-26-48', 'university': 'Филиал Российской академии правосудия', 'weight': 87, 'worldview': 'Атеизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Глинищевская 686', 'age': 58, 'passport_number': 513085, 'snils': '57263941115', 'telephone': '+7-(990)-494-98-35', 'university': 'Госуниверситет гражданской авиации', 'weight': 80, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Магистр', 'address': 'Аллея Волховская 28', 'age': 58, 'passport_number': 508805, 'snils': '67712806017', 'telephone': '+7-(914)-080-06-62', 'university': 'Санкт-Петербургский государственный архитектурно-строительный университет', 'weight': 88, 'worldview': 'Агностицизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Маломосковская 139', 'age': 58, 'passport_number': 734665, 'snils': '52801209855', 'telephone': '+7-(928)-119-81-82', 'university': 'Госуниверситет гражданской авиации', 'weight': 59, 'worldview': 'Католицизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Новолесной 1338', 'age': 58, 'passport_number': 844669, 'snils': '27819783138', 'telephone': '+7-(940)-343-78-17', 'university': 'Университет аэрокосмического приборостроения', 'weight': 66, 'worldview': 'Пантеизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Минусинская 54', 'age': 58, 'passport_number': 608118, 'snils': '16182543564', 'telephone': '+7-(968)-774-71-11', 'university': 'Авиационно-технический университетАвиационно-технический университет', 'weight': 72, 'worldview': 'Иудаизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Ратная 960', 'age': 58, 'passport_number': 374120, 'snils': '34110948742', 'telephone': '+7-(923)-640-85-69', 'university': 'САУ им. С.П. Королева', 'weight': 54, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Специалист', 'address': 'Аллея Колодезная 1166', 'age': 58, 'passport_number': 479430, 'snils': '19436744710', 'telephone': '+7-(912)-460-83-46', 'university': 'МГУ им. Ломоносова', 'weight': 65, 'worldview': 'Атеизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Луговая 232', 'age': 58, 'passport_number': 632490, 'snils': '97042144599', 'telephone': '+7-(968)-108-22-66', 'university': 'Томский национальный исследовательский политех', 'weight': 82, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Кандидат наук', 'address': 'ул. Брошевская 1172', 'age': 58, 'passport_number': 700423, 'snils': '50379407486', 'telephone': '+7-(986)-536-35-72', 'university': 'Государственный технологический университет им. К.Э. Циолковского', 'weight': 63, 'worldview': 'Агностицизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Железногорская 2-я 281', 'age': 58, 'passport_number': 598572, 'snils': '59269591867', 'telephone': '+7-(938)-764-33-57', 'university': 'Филиал Российской правовой академии', 'weight': 88, 'worldview': 'Буддизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Прянишникова 514', 'age': 58, 'passport_number': 514136, 'snils': '11115777320', 'telephone': '+7-(962)-783-54-45', 'university': 'Ульяновский высший авиационный институт гражданской авиации', 'weight': 52, 'worldview': 'Деизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Вешняковская 423', 'age': 58, 'passport_number': 672982, 'snils': '77334885648', 'telephone': '+7-(999)-288-70-43', 'university': 'Филиал Российской академии правосудия', 'weight': 74, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Амундсена 300', 'age': 58, 'passport_number': 437677, 'snils': '98153294745', 'telephone': '+7-(909)-140-37-16', 'university': 'Филиал Российской правовой академии', 'weight': 46, 'worldview': 'Деизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Крылатская 1-я 706', 'age': 58, 'passport_number': 849163, 'snils': '61915801190', 'telephone': '+7-(931)-746-20-76', 'university': 'Новосибирский технический госуниверситет', 'weight': 78, 'worldview': 'Иудаизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Врубеля 1019', 'age': 58, 'passport_number': 777478, 'snils': '40365471460', 'telephone': '+7-(999)-054-01-35', 'university': 'Государственный технологический университет им. К.Э. Циолковского', 'weight': 60, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Бунинская Аллея 1297', 'age': 58, 'passport_number': 305531, 'snils': '80964624431', 'telephone': '+7-(920)-258-28-16', 'university': 'Бауманское МГТУ', 'weight': 46, 'worldview': 'Иудаизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Балаклавская 317', 'age': 58, 'passport_number': 875615, 'snils': '70287064994', 'telephone': '+7-(915)-087-29-27', 'university': 'Университет аэрокосмического приборостроения', 'weight': 56, 'worldview': 'Буддизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Самокатная 841', 'age': 58, 'passport_number': 591517, 'snils': '24089244575', 'telephone': '+7-(969)-813-52-27', 'university': 'СПбГУ', 'weight': 61, 'worldview': 'Агностицизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Тепличная 1379', 'age': 58, 'passport_number': 335378, 'snils': '79873720080', 'telephone': '+7-(909)-960-11-44', 'university': 'Филиал Академии Генеральной прокуратуры РФ', 'weight': 60, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Еропкинская 608', 'age': 58, 'passport_number': 431387, 'snils': '96490622245', 'telephone': '+7-(999)-606-16-68', 'university': 'САУ им. С.П. Королева', 'weight': 58, 'worldview': 'Католицизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Золотая 128', 'age': 58, 'passport_number': 346179, 'snils': '66161784816', 'telephone': '+7-(999)-617-34-86', 'university': 'МГУ им. Ломоносова', 'weight': 62, 'worldview': 'Деизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Теплостанская 1077', 'age': 58, 'passport_number': 431545, 'snils': '33945998141', 'telephone': '+7-(968)-726-08-36', 'university': 'Московский авиационный институт', 'weight': 41, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Специалист', 'address': 'ул. Оболенская 1301', 'age': 58, 'passport_number': 216442, 'snils': '88091876462', 'telephone': '+7-(999)-419-67-82', 'university': 'Санкт-Петербургский государственный политехнический университет', 'weight': 51, 'worldview': 'Пантеизм'}
{'academic_degree': 'Кандидат наук', 'address': 'ул. Мякининская 3-я 745', 'age': 58, 'passport_number': 425636, 'snils': '25319367982', 'telephone': '+7-(924)-599-58-10', 'university': 'Госуниверситет гражданской авиации', 'weight': 88, 'worldview': 'Буддизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Трубецкая 1348', 'age': 58, 'passport_number': 361098, 'snils': '25086041453', 'telephone': '+7-(909)-324-32-81', 'university': 'Санкт-Петербургский политехнический университет', 'weight': 45, 'worldview': 'Буддизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Банная 286', 'age': 58, 'passport_number': 225073, 'snils': '01793498993', 'telephone': '+7-(916)-294-59-81', 'university': 'Госуниверситет нефти и газа имени Губкина', 'weight': 43, 'worldview': 'Пантеизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Кисельная 782', 'age': 58, 'passport_number': 863350, 'snils': '38275651112', 'telephone': '+7-(936)-572-94-24', 'university': 'Госуниверситет гражданской авиации', 'weight': 85, 'worldview': 'Католицизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Полесская 814', 'age': 58, 'passport_number': 873821, 'snils': '30399508385', 'telephone': '+7-(938)-848-38-00', 'university': 'Филиал Российской правовой академии', 'weight': 43, 'worldview': 'Атеизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Станиславского 688', 'age': 58, 'passport_number': 605569, 'snils': '62552188896', 'telephone': '+7-(910)-498-85-25', 'university': 'СПбГУ', 'weight': 87, 'worldview': 'Атеизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Ольминского 1360', 'age': 58, 'passport_number': 128788, 'snils': '80810640978', 'telephone': '+7-(968)-721-98-50', 'university': 'Авиационно-технический университетАвиационно-технический университет', 'weight': 85, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Петра Алексеева 375', 'age': 58, 'passport_number': 515612, 'snils': '95368942674', 'telephone': '+7-(914)-374-02-47', 'university': 'Филиал Академии Генеральной прокуратуры РФ', 'weight': 82, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Спиридоновка 831', 'age': 58, 'passport_number': 954259, 'snils': '10286783462', 'telephone': '+7-(962)-025-85-62', 'university': 'Филиал Академии Генеральной прокуратуры РФ', 'weight': 79, 'worldview': 'Буддизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Звездная 91', 'age': 58, 'passport_number': 617437, 'snils': '01434887851', 'telephone': '+7-(916)-396-27-74', 'university': 'Авиационно-технический университетАвиационно-технический университет', 'weight': 66, 'worldview': 'Пантеизм'}
{'academic_degree': 'Кандидат наук', 'address': 'ул. Гражданская 2-я 635', 'age': 58, 'passport_number': 450003, 'snils': '51093700655', 'telephone': '+7-(928)-888-15-67', 'university': 'Университет аэрокосмического приборостроения', 'weight': 66, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Ивана Франко 1180', 'age': 58, 'passport_number': 114633, 'snils': '01420389304', 'telephone': '+7-(962)-471-46-29', 'university': 'Бауманское МГТУ', 'weight': 60, 'worldview': 'Пантеизм'}
{'academic_degree': 'Кандидат наук', 'address': 'ул. Канатчиковская 1284', 'age': 58, 'passport_number': 269920, 'snils': '35581296505', 'telephone': '+7-(968)-737-78-23', 'university': 'Государственная морская академия имени адмирала С.О. Макарова', 'weight': 75, 'worldview': 'Иудаизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Маршала Рыбалко 1222', 'age': 58, 'passport_number': 529394, 'snils': '63530897204', 'telephone': '+7-(910)-707-49-05', 'university': 'Ульяновский высший авиационный институт гражданской авиации', 'weight': 84, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Малая Очаковская 97', 'age': 58, 'passport_number': 922002, 'snils': '73032429862', 'telephone': '+7-(968)-207-72-78', 'university': 'Авиационно-технический университетАвиационно-технический университет', 'weight': 49, 'worldview': 'Агностицизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Лобачика 1064', 'age': 58, 'passport_number': 398953, 'snils': '10451654927', 'telephone': '+7-(968)-417-20-56', 'university': 'Госуниверситет нефти и газа имени Губкина', 'weight': 50, 'worldview': 'Иудаизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Лобачика 681', 'age': 58, 'passport_number': 191063, 'snils': '03512760121', 'telephone': '+7-(925)-618-94-38', 'university': 'Университет аэрокосмического приборостроения', 'weight': 66, 'worldview': 'Католицизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Алымова 450', 'age': 58, 'passport_number': 223228, 'snils': '19332448679', 'telephone': '+7-(908)-246-17-28', 'university': 'Государственный технологический университет им. К.Э. Циолковского', 'weight': 60, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Лосинская 556', 'age': 58, 'passport_number': 858748, 'snils': '42087284276', 'telephone': '+7-(911)-423-96-86', 'university': 'Бауманское МГТУ', 'weight': 90, 'worldview': 'Католицизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Мичуринская 1010', 'age': 58, 'passport_number': 130224, 'snils': '99438579096', 'telephone': '+7-(999)-813-77-44', 'university': 'Томский национальный исследовательский политех', 'weight': 56, 'worldview': 'Буддизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Троилинская 1123', 'age': 58, 'passport_number': 349035, 'snils': '81511187774', 'telephone': '+7-(936)-216-88-48', 'university': 'СПбГУ', 'weight': 46, 'worldview': 'Католицизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Рябиновая 520', 'age': 58, 'passport_number': 712692, 'snils': '63607043476', 'telephone': '+7-(910)-909-11-19', 'university': 'Государственный технологический университет им. К.Э. Циолковского', 'weight': 85, 'worldview': 'Пантеизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Медведковская 690', 'age': 58, 'passport_number': 253361, 'snils': '75288739967', 'telephone': '+7-(909)-653-15-03', 'university': 'Госуниверситет гражданской авиации', 'weight': 83, 'worldview': 'Буддизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Бутырский Вал 515', 'age': 58, 'passport_number': 363982, 'snils': '43422456153', 'telephone': '+7-(915)-588-99-72', 'university': 'Госуниверситет гражданской авиации', 'weight': 60, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Старокрюковская 512', 'age': 58, 'passport_number': 749818, 'snils': '87636263553', 'telephone': '+7-(909)-186-74-27', 'university': 'МФТИ', 'weight': 71, 'worldview': 'Буддизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Белокаменное 448', 'age': 58, 'passport_number': 431962, 'snils': '69651430127', 'telephone': '+7-(919)-113-54-03', 'university': 'МФТИ', 'weight': 75, 'worldview': 'Атеизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Спиридоньевская 718', 'age': 58, 'passport_number': 804175, 'snils': '86429186851', 'telephone': '+7-(965)-144-69-72', 'university': 'МФТИ', 'weight': 47, 'worldview': 'Деизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Зарайская 432', 'age': 58, 'passport_number': 291316, 'snils': '05597540095', 'telephone': '+7-(911)-033-00-87', 'university': 'Московский авиационный институт', 'weight': 73, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Алешкинская 601', 'age': 58, 'passport_number': 695751, 'snils': '16540943574', 'telephone': '+7-(999)-102-64-21', 'university': 'Новосибирский технический госуниверситет', 'weight': 68, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Специалист', 'address': 'ул. Искры 973', 'age': 58, 'passport_number': 912420, 'snils': '27147458894', 'telephone': '+7-(912)-190-43-92', 'university': 'Государственная морская академия имени адмирала С.О. Макарова', 'weight': 90, 'worldview': 'Пантеизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Кожевническая 200', 'age': 58, 'passport_number': 733752, 'snils': '27768519240', 'telephone': '+7-(909)-134-41-22', 'university': 'Санкт-Петербургский государственный политехнический университет', 'weight': 75, 'worldview': 'Иудаизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Преображенский Вал 549', 'age': 58, 'passport_number': 480223, 'snils': '51534099676', 'telephone': '+7-(975)-598-30-47', 'university': 'Санкт-Петербургский государственный политехнический университет', 'weight': 55, 'worldview': 'Иудаизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Колесовой Елены 1204', 'age': 58, 'passport_number': 531760, 'snils': '24646697615', 'telephone': '+7-(999)-704-09-67', 'university': 'Санкт-Петербургский политехнический университет', 'weight': 50, 'worldview': 'Буддизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Кольская 468', 'age': 58, 'passport_number': 469576, 'snils': '62580301571', 'telephone': '+7-(921)-116-93-37', 'university': 'Санкт-Петербургский государственный архитектурно-строительный университет', 'weight': 87, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Кандидат наук', 'address': 'ул. Симоновская 528', 'age': 58, 'passport_number': 291634, 'snils': '64813520795', 'telephone': '+7-(933)-508-05-03', 'university': 'Филиал Академии Генеральной прокуратуры РФ', 'weight': 89, 'worldview': 'Иудаизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Красноворотская 56', 'age': 58, 'passport_number': 862442, 'snils': '67022536880', 'telephone': '+7-(929)-692-59-86', 'university': 'Томский национальный исследовательский политех', 'weight': 70, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Липчанского 771', 'age': 58, 'passport_number': 474950, 'snils': '25089544797', 'telephone': '+7-(928)-068-59-41', 'university': 'Московский авиационный институт', 'weight': 58, 'worldview': 'Католицизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Еготьевская 899', 'age': 58, 'passport_number': 609162, 'snils': '21016978438', 'telephone': '+7-(999)-874-19-20', 'university': 'Санкт-Петербургский государственный архитектурно-строительный университет', 'weight': 58, 'worldview': 'Пантеизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Канатчиковская 1255', 'age': 58, 'passport_number': 611774, 'snils': '64952153618', 'telephone': '+7-(917)-881-77-26', 'university': 'Санкт-Петербургский государственный политехнический университет', 'weight': 88, 'worldview': 'Деизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Новокузьминская 4-я 888', 'age': 58, 'passport_number': 657783, 'snils': '20241656213', 'telephone': '+7-(913)-331-51-04', 'university': 'Бауманское МГТУ', 'weight': 49, 'worldview': 'Католицизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Рассветная 746', 'age': 58, 'passport_number': 359144, 'snils': '28715126891', 'telephone': '+7-(909)-176-74-37', 'university': 'Государственная морская академия имени адмирала С.О. Макарова', 'weight': 54, 'worldview': 'Агностицизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Паршина 651', 'age': 58, 'passport_number': 516164, 'snils': '74487499873', 'telephone': '+7-(916)-414-36-11', 'university': 'МФТИ', 'weight': 43, 'worldview': 'Атеизм'}
{'academic_degree': 'Кандидат наук', 'address': 'ул. Викторио Кодовильи 1289', 'age': 58, 'passport_number': 429219, 'snils': '09888334750', 'telephone': '+7-(928)-457-73-32', 'university': 'Ульяновский высший авиационный институт гражданской авиации', 'weight': 45, 'worldview': 'Атеизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Полесская 591', 'age': 58, 'passport_number': 200976, 'snils': '77762472962', 'telephone': '+7-(935)-562-25-14', 'university': 'Московский авиационный институт', 'weight': 79, 'worldview': 'Католицизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Новоселки 4-я 1282', 'age': 58, 'passport_number': 562851, 'snils': '58544167527', 'telephone': '+7-(999)-817-38-67', 'university': 'Санкт-Петербургский политехнический университет', 'weight': 66, 'worldview': 'Деизм'}
{'academic_degree': 'Кандидат наук', 'address': 'Аллея Мамоновская 124', 'age': 58, 'passport_number': 653576, 'snils': '18780665727', 'telephone': '+7-(960)-107-43-54', 'university': 'Госуниверситет гражданской авиации', 'weight': 48, 'worldview': 'Деизм'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Реутовская 406', 'age': 58, 'passport_number': 269078, 'snils': '43973429927', 'telephone': '+7-(959)-963-32-59', 'university': 'Ульяновский высший авиационный институт гражданской авиации', 'weight': 41, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Специалист', 'address': 'Аллея Прасковьина 234', 'age': 58, 'passport_number': 809005, 'snils': '84788659803', 'telephone': '+7-(939)-015-47-70', 'university': 'Университет аэрокосмического приборостроения', 'weight': 57, 'worldview': 'Иудаизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Маршала Голованова 895', 'age': 58, 'passport_number': 214422, 'snils': '47016780887', 'telephone': '+7-(999)-930-03-87', 'university': 'МГУ им. Ломоносова', 'weight': 74, 'worldview': 'Иудаизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Ращупкина 1225', 'age': 58, 'passport_number': 545082, 'snils': '47520147775', 'telephone': '+7-(965)-656-26-16', 'university': 'МФТИ', 'weight': 44, 'worldview': 'Атеизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Добровольческая 435', 'age': 58, 'passport_number': 841029, 'snils': '45953660428', 'telephone': '+7-(909)-866-65-95', 'university': 'Санкт-Петербургский государственный архитектурно-строительный университет', 'weight': 79, 'worldview': 'Агностицизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Алексея Свиридова 1114', 'age': 58, 'passport_number': 439798, 'snils': '88164521429', 'telephone': '+7-(928)-848-90-73', 'university': 'МГУ им. Ломоносова', 'weight': 63, 'worldview': 'Иудаизм'}
{'academic_degree': 'Кандидат наук', 'address': 'ул. Андроновское 613', 'age': 58, 'passport_number': 345120, 'snils': '93363775943', 'telephone': '+7-(999)-231-50-98', 'university': 'Ульяновский высший авиационный институт гражданской авиации', 'weight': 68, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Цезаря Куникова 1236', 'age': 58, 'passport_number': 691206, 'snils': '32697724923', 'telephone': '+7-(925)-934-01-71', 'university': 'Московский авиационный институт', 'weight': 43, 'worldview': 'Иудаизм'}
{'academic_degree': 'Кандидат наук', 'address': 'ул. Зеленоградская 435', 'age': 58, 'passport_number': 304574, 'snils': '96460612931', 'telephone': '+7-(987)-745-48-91', 'university': 'Госуниверситет гражданской авиации', 'weight': 45, 'worldview': 'Атеизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Будайская 789', 'age': 58, 'passport_number': 376449, 'snils': '00189548249', 'telephone': '+7-(999)-777-31-32', 'university': 'Новосибирский технический госуниверситет', 'weight': 68, 'worldview': 'Агностицизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Гарднеровская 310', 'age': 58, 'passport_number': 170293, 'snils': '13979616424', 'telephone': '+7-(999)-366-81-80', 'university': 'Государственная морская академия имени адмирала С.О. Макарова', 'weight': 74, 'worldview': 'Иудаизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Циолковского 506', 'age': 58, 'passport_number': 899081, 'snils': '83379457148', 'telephone': '+7-(968)-375-37-19', 'university': 'Университет аэрокосмического приборостроения', 'weight': 58, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Ленинградское 477', 'age': 58, 'passport_number': 644476, 'snils': '90834183916', 'telephone': '+7-(909)-028-47-43', 'university': 'Санкт-Петербургский политехнический университет', 'weight': 45, 'worldview': 'Католицизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Новомарьинская 902', 'age': 58, 'passport_number': 654178, 'snils': '07548526799', 'telephone': '+7-(909)-242-98-28', 'university': 'Бауманское МГТУ', 'weight': 45, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Бакалавр', 'address': 'ул. Железногорская 4-я 1249', 'age': 58, 'passport_number': 491200, 'snils': '03545115125', 'telephone': '+7-(961)-531-12-80', 'university': 'Санкт-Петербургский политехнический университет', 'weight': 61, 'worldview': 'Пантеизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Маршала Неделина 75', 'age': 58, 'passport_number': 167969, 'snils': '76215072484', 'telephone': '+7-(968)-885-01-96', 'university': 'Санкт-Петербургский государственный архитектурно-строительный университет', 'weight': 66, 'worldview': 'Агностицизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Измайловского Зверинца 1-я 1151', 'age': 58, 'passport_number': 601847, 'snils': '63418286095', 'telephone': '+7-(915)-655-46-42', 'university': 'Филиал Российской академии правосудия', 'weight': 52, 'worldview': 'Иудаизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Гамсоновская 266', 'age': 58, 'passport_number': 808964, 'snils': '99294870496', 'telephone': '+7-(968)-769-32-00', 'university': 'Государственный технологический университет им. К.Э. Циолковского', 'weight': 78, 'worldview': 'Католицизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Останкинская 329', 'age': 58, 'passport_number': 191800, 'snils': '75912882949', 'telephone': '+7-(928)-019-04-73', 'university': 'Университет аэрокосмического приборостроения', 'weight': 76, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Магистр', 'address': 'ул. Свободы 517', 'age': 58, 'passport_number': 404166, 'snils': '53457660810', 'telephone': '+7-(968)-765-02-04', 'university': 'Госуниверситет гражданской авиации', 'weight': 87, 'worldview': 'Конфуцианство'}
{'academic_degree': 'Магистр', 'address': 'Аллея Тессинская 153', 'age': 58, 'passport_number': 539353, 'snils': '24526067159', 'telephone': '+7-(911)-362-79-27', 'university': 'Государственная морская академия имени адмирала С.О. Макарова', 'weight': 65, 'worldview': 'Деизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Академика Семенова 1370', 'age': 58, 'passport_number': 824488, 'snils': '85538176141', 'telephone': '+7-(901)-858-07-46', 'university': 'Госуниверситет нефти и газа имени Губкина', 'weight': 43, 'worldview': 'Католицизм'}
{'academic_degree': 'Магистр', 'address': 'ул. Авиаконструктора Микояна 224', 'age': 58, 'passport_number': 436315, 'snils': '47971382444', 'telephone': '+7-(965)-216-77-88', 'university': 'Филиал Российской правовой академии', 'weight': 48, 'worldview': 'Буддизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Чоботовская 1-я 425', 'age': 58, 'passport_number': 871936, 'snils': '58545449441', 'telephone': '+7-(999)-173-81-74', 'university': 'Ульяновский высший авиационный институт гражданской авиации', 'weight': 69, 'worldview': 'Буддизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Ганнушкина 1071', 'age': 58, 'passport_number': 245692, 'snils': '46120978378', 'telephone': '+7-(923)-959-87-11', 'university': 'МФТИ', 'weight': 89, 'worldview': 'Буддизм'}
{'academic_degree': 'Специалист', 'address': 'ул. Прямой 993', 'age': 58, 'passport_number': 516566, 'snils': '89625423958', 'telephone': '+7-(930)-913-37-15', 'university': 'Томский национальный исследовательский политех', 'weight': 67, 'worldview': 'Буддизм'}
{'academic_degree': 'Специалист', 'address': 'Аллея Заречье 1100', 'age': 58, 'passport_number': 614293, 'snils': '11551326218', 'telephone': '+7-(928)-546-30-11', 'university': 'Госуниверситет гражданской авиации', 'weight': 67, 'worldview': 'Деизм'}
{'academic_degree': 'Доктор наук', 'address': 'ул. Текстильщиков 11-я 190', 'age': 58, 'passport_number': 955252, 'snils': '20665487074', 'telephone': '+7-(968)-089-91-14', 'university': 'Томский национальный исследовательский политех', 'weight': 60, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Доктор наук', 'address': 'Аллея Кременчугская 653', 'age': 58, 'passport_number': 358125, 'snils': '60628998833', 'telephone': '+7-(913)-545-00-83', 'university': 'САУ им. С.П. Королева', 'weight': 87, 'worldview': 'Агностицизм'}
{'academic_degree': 'Магистр', 'address': 'Аллея Радиальная 8-я 795', 'age': 58, 'passport_number': 535753, 'snils': '71916888242', 'telephone': '+7-(952)-466-53-64', 'university': 'Филиал Российской академии правосудия', 'weight': 81, 'worldview': 'Секулярный гуманизм'}
{'academic_degree': 'Бакалавр', 'address': 'Аллея Наставническая 240', 'age': 58, 'passport_number': 615615, 'snils': '30591216346', 'telephone': '+7-(916)-637-13-59', 'university': 'Госуниверситет гражданской авиации', 'weight': 74, 'worldview': 'Буддизм'}
